,Area,Year,Item,Element Code,Unit,value
510303,South-eastern Asia,1991-01-01,Asparagus,5312,ha,2797.0
510307,South-eastern Asia,1991-01-01,Avocados,5312,ha,31778.0
510310,South-eastern Asia,1991-01-01,Bananas,5312,ha,731325.0
510313,South-eastern Asia,1991-01-01,Barley,5312,ha,1951.0
510316,South-eastern Asia,1991-01-01,"Beans, dry",5312,ha,1644247.0
510321,South-eastern Asia,1991-01-01,"Broad beans and horse beans, green",5312,ha,188.0
510619,South-eastern Asia,1992-01-01,"Abaca, manila hemp, raw",5312,ha,102695.0
510622,South-eastern Asia,1992-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3979.0
510625,South-eastern Asia,1992-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,1500.0
510628,South-eastern Asia,1992-01-01,Areca nuts,5312,ha,136521.0
510631,South-eastern Asia,1992-01-01,Asparagus,5312,ha,3547.0
510635,South-eastern Asia,1992-01-01,Avocados,5312,ha,32672.0
510638,South-eastern Asia,1992-01-01,Bananas,5312,ha,680755.0
510641,South-eastern Asia,1992-01-01,Barley,5312,ha,2895.0
510644,South-eastern Asia,1992-01-01,"Beans, dry",5312,ha,1862150.0
510649,South-eastern Asia,1992-01-01,"Broad beans and horse beans, green",5312,ha,190.0
510947,South-eastern Asia,1993-01-01,"Abaca, manila hemp, raw",5312,ha,102764.0
510950,South-eastern Asia,1993-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3833.0
510953,South-eastern Asia,1993-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,1600.0
510956,South-eastern Asia,1993-01-01,Areca nuts,5312,ha,123553.0
510959,South-eastern Asia,1993-01-01,Asparagus,5312,ha,4164.0
510963,South-eastern Asia,1993-01-01,Avocados,5312,ha,24235.0
510966,South-eastern Asia,1993-01-01,Bananas,5312,ha,686086.0
510969,South-eastern Asia,1993-01-01,Barley,5312,ha,6000.0
510972,South-eastern Asia,1993-01-01,"Beans, dry",5312,ha,1970320.0
510977,South-eastern Asia,1993-01-01,"Broad beans and horse beans, green",5312,ha,239.0
511275,South-eastern Asia,1994-01-01,"Abaca, manila hemp, raw",5312,ha,103777.0
511278,South-eastern Asia,1994-01-01,"Agave fibres, raw, n.e.c.",5312,ha,2660.0
511281,South-eastern Asia,1994-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,1300.0
511284,South-eastern Asia,1994-01-01,Areca nuts,5312,ha,123277.0
511287,South-eastern Asia,1994-01-01,Asparagus,5312,ha,5088.0
511291,South-eastern Asia,1994-01-01,Avocados,5312,ha,19931.0
511294,South-eastern Asia,1994-01-01,Bananas,5312,ha,665956.0
511297,South-eastern Asia,1994-01-01,Barley,5312,ha,7700.0
511300,South-eastern Asia,1994-01-01,"Beans, dry",5312,ha,1961957.0
511305,South-eastern Asia,1994-01-01,"Broad beans and horse beans, green",5312,ha,251.0
511603,South-eastern Asia,1995-01-01,"Abaca, manila hemp, raw",5312,ha,106261.0
511606,South-eastern Asia,1995-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3600.0
511609,South-eastern Asia,1995-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,1500.0
511612,South-eastern Asia,1995-01-01,Areca nuts,5312,ha,115438.0
511615,South-eastern Asia,1995-01-01,Asparagus,5312,ha,5791.0
511619,South-eastern Asia,1995-01-01,Avocados,5312,ha,24572.0
511622,South-eastern Asia,1995-01-01,Bananas,5312,ha,672373.0
511625,South-eastern Asia,1995-01-01,Barley,5312,ha,10000.0
511628,South-eastern Asia,1995-01-01,"Beans, dry",5312,ha,2098590.0
511633,South-eastern Asia,1995-01-01,"Broad beans and horse beans, green",5312,ha,284.0
511931,South-eastern Asia,1996-01-01,"Abaca, manila hemp, raw",5312,ha,116895.0
511934,South-eastern Asia,1996-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3800.0
511937,South-eastern Asia,1996-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,2500.0
511940,South-eastern Asia,1996-01-01,Areca nuts,5312,ha,114954.0
511943,South-eastern Asia,1996-01-01,Asparagus,5312,ha,6384.0
511947,South-eastern Asia,1996-01-01,Avocados,5312,ha,24341.0
511950,South-eastern Asia,1996-01-01,Bananas,5312,ha,693709.0
511953,South-eastern Asia,1996-01-01,Barley,5312,ha,11715.0
511956,South-eastern Asia,1996-01-01,"Beans, dry",5312,ha,2238117.0
511961,South-eastern Asia,1996-01-01,"Broad beans and horse beans, green",5312,ha,283.0
512259,South-eastern Asia,1997-01-01,"Abaca, manila hemp, raw",5312,ha,113034.0
512262,South-eastern Asia,1997-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3823.0
512265,South-eastern Asia,1997-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,2900.0
512268,South-eastern Asia,1997-01-01,Areca nuts,5312,ha,117111.0
512271,South-eastern Asia,1997-01-01,Asparagus,5312,ha,6821.0
512275,South-eastern Asia,1997-01-01,Avocados,5312,ha,16450.0
512278,South-eastern Asia,1997-01-01,Bananas,5312,ha,713940.0
512281,South-eastern Asia,1997-01-01,Barley,5312,ha,7757.0
512284,South-eastern Asia,1997-01-01,"Beans, dry",5312,ha,2236910.0
512289,South-eastern Asia,1997-01-01,"Broad beans and horse beans, green",5312,ha,265.0
512587,South-eastern Asia,1998-01-01,"Abaca, manila hemp, raw",5312,ha,106861.0
512590,South-eastern Asia,1998-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3864.0
512593,South-eastern Asia,1998-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4000.0
512596,South-eastern Asia,1998-01-01,Areca nuts,5312,ha,129300.0
512599,South-eastern Asia,1998-01-01,Asparagus,5312,ha,7022.0
512603,South-eastern Asia,1998-01-01,Avocados,5312,ha,17575.0
512606,South-eastern Asia,1998-01-01,Bananas,5312,ha,713812.0
512609,South-eastern Asia,1998-01-01,Barley,5312,ha,8439.0
512612,South-eastern Asia,1998-01-01,"Beans, dry",5312,ha,2237673.0
512617,South-eastern Asia,1998-01-01,"Broad beans and horse beans, green",5312,ha,280.0
512915,South-eastern Asia,1999-01-01,"Abaca, manila hemp, raw",5312,ha,111932.0
512918,South-eastern Asia,1999-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3901.0
512921,South-eastern Asia,1999-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,3990.0
512924,South-eastern Asia,1999-01-01,Areca nuts,5312,ha,114570.0
512927,South-eastern Asia,1999-01-01,Asparagus,5312,ha,7923.0
512931,South-eastern Asia,1999-01-01,Avocados,5312,ha,16701.0
512934,South-eastern Asia,1999-01-01,Bananas,5312,ha,753540.0
512937,South-eastern Asia,1999-01-01,Barley,5312,ha,8792.0
512940,South-eastern Asia,1999-01-01,"Beans, dry",5312,ha,2554120.0
512945,South-eastern Asia,1999-01-01,"Broad beans and horse beans, green",5312,ha,294.0
513243,South-eastern Asia,2000-01-01,"Abaca, manila hemp, raw",5312,ha,107351.0
513246,South-eastern Asia,2000-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3931.0
513249,South-eastern Asia,2000-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4300.0
513252,South-eastern Asia,2000-01-01,Areca nuts,5312,ha,131549.0
513255,South-eastern Asia,2000-01-01,Asparagus,5312,ha,9447.0
513259,South-eastern Asia,2000-01-01,Avocados,5312,ha,18471.0
513262,South-eastern Asia,2000-01-01,Bananas,5312,ha,772765.0
513265,South-eastern Asia,2000-01-01,Barley,5312,ha,6132.0
513268,South-eastern Asia,2000-01-01,"Beans, dry",5312,ha,2659409.0
513273,South-eastern Asia,2000-01-01,"Broad beans and horse beans, green",5312,ha,334.0
513571,South-eastern Asia,2001-01-01,"Abaca, manila hemp, raw",5312,ha,107670.0
513574,South-eastern Asia,2001-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3953.0
513577,South-eastern Asia,2001-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4275.0
513580,South-eastern Asia,2001-01-01,Areca nuts,5312,ha,152498.0
513583,South-eastern Asia,2001-01-01,Asparagus,5312,ha,15081.0
513587,South-eastern Asia,2001-01-01,Avocados,5312,ha,16526.0
513590,South-eastern Asia,2001-01-01,Bananas,5312,ha,778185.0
513593,South-eastern Asia,2001-01-01,Barley,5312,ha,6913.0
513596,South-eastern Asia,2001-01-01,"Beans, dry",5312,ha,2735066.0
513601,South-eastern Asia,2001-01-01,"Broad beans and horse beans, green",5312,ha,337.0
513899,South-eastern Asia,2002-01-01,"Abaca, manila hemp, raw",5312,ha,122457.0
513902,South-eastern Asia,2002-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3970.0
513905,South-eastern Asia,2002-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4383.0
513908,South-eastern Asia,2002-01-01,Areca nuts,5312,ha,159600.0
513911,South-eastern Asia,2002-01-01,Asparagus,5312,ha,19146.0
513915,South-eastern Asia,2002-01-01,Avocados,5312,ha,21169.0
513918,South-eastern Asia,2002-01-01,Bananas,5312,ha,773844.0
513921,South-eastern Asia,2002-01-01,Barley,5312,ha,7000.0
513924,South-eastern Asia,2002-01-01,"Beans, dry",5312,ha,2900537.0
513929,South-eastern Asia,2002-01-01,"Broad beans and horse beans, green",5312,ha,356.0
514227,South-eastern Asia,2003-01-01,"Abaca, manila hemp, raw",5312,ha,121997.0
514230,South-eastern Asia,2003-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3981.0
514233,South-eastern Asia,2003-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4400.0
514236,South-eastern Asia,2003-01-01,Areca nuts,5312,ha,174089.0
514239,South-eastern Asia,2003-01-01,Asparagus,5312,ha,18717.0
514243,South-eastern Asia,2003-01-01,Avocados,5312,ha,22776.0
514246,South-eastern Asia,2003-01-01,Bananas,5312,ha,799210.0
514249,South-eastern Asia,2003-01-01,Barley,5312,ha,11500.0
514252,South-eastern Asia,2003-01-01,"Beans, dry",5312,ha,2892458.0
514257,South-eastern Asia,2003-01-01,"Broad beans and horse beans, green",5312,ha,376.0
514555,South-eastern Asia,2004-01-01,"Abaca, manila hemp, raw",5312,ha,127981.0
514558,South-eastern Asia,2004-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3984.0
514561,South-eastern Asia,2004-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4643.0
514564,South-eastern Asia,2004-01-01,Areca nuts,5312,ha,190478.0
514567,South-eastern Asia,2004-01-01,Asparagus,5312,ha,21700.0
514571,South-eastern Asia,2004-01-01,Avocados,5312,ha,21058.0
514574,South-eastern Asia,2004-01-01,Bananas,5312,ha,798078.0
514577,South-eastern Asia,2004-01-01,Barley,5312,ha,12000.0
514580,South-eastern Asia,2004-01-01,"Beans, dry",5312,ha,2850923.0
514585,South-eastern Asia,2004-01-01,"Broad beans and horse beans, green",5312,ha,403.0
514883,South-eastern Asia,2005-01-01,"Abaca, manila hemp, raw",5312,ha,136490.0
514886,South-eastern Asia,2005-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3979.0
514889,South-eastern Asia,2005-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,4796.0
514892,South-eastern Asia,2005-01-01,Areca nuts,5312,ha,179171.0
514895,South-eastern Asia,2005-01-01,Asparagus,5312,ha,22272.0
514899,South-eastern Asia,2005-01-01,Avocados,5312,ha,22787.0
514902,South-eastern Asia,2005-01-01,Bananas,5312,ha,801950.0
514905,South-eastern Asia,2005-01-01,Barley,5312,ha,14000.0
514908,South-eastern Asia,2005-01-01,"Beans, dry",5312,ha,2943721.0
514913,South-eastern Asia,2005-01-01,"Broad beans and horse beans, green",5312,ha,400.0
515211,South-eastern Asia,2006-01-01,"Abaca, manila hemp, raw",5312,ha,136413.0
515214,South-eastern Asia,2006-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3972.0
515217,South-eastern Asia,2006-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,5049.0
515220,South-eastern Asia,2006-01-01,Areca nuts,5312,ha,188458.0
515223,South-eastern Asia,2006-01-01,Asparagus,5312,ha,20130.0
515227,South-eastern Asia,2006-01-01,Avocados,5312,ha,21237.0
515230,South-eastern Asia,2006-01-01,Bananas,5312,ha,808739.0
515233,South-eastern Asia,2006-01-01,Barley,5312,ha,17785.0
515236,South-eastern Asia,2006-01-01,"Beans, dry",5312,ha,3156383.0
515241,South-eastern Asia,2006-01-01,"Broad beans and horse beans, green",5312,ha,367.0
515539,South-eastern Asia,2007-01-01,"Abaca, manila hemp, raw",5312,ha,136590.0
515542,South-eastern Asia,2007-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3965.0
515545,South-eastern Asia,2007-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,5249.0
515548,South-eastern Asia,2007-01-01,Areca nuts,5312,ha,198100.0
515551,South-eastern Asia,2007-01-01,Asparagus,5312,ha,22134.0
515555,South-eastern Asia,2007-01-01,Avocados,5312,ha,22888.0
515558,South-eastern Asia,2007-01-01,Bananas,5312,ha,827178.0
515561,South-eastern Asia,2007-01-01,Barley,5312,ha,21885.0
515564,South-eastern Asia,2007-01-01,"Beans, dry",5312,ha,3303959.0
515569,South-eastern Asia,2007-01-01,"Broad beans and horse beans, green",5312,ha,395.0
515867,South-eastern Asia,2008-01-01,"Abaca, manila hemp, raw",5312,ha,138075.0
515870,South-eastern Asia,2008-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3957.0
515873,South-eastern Asia,2008-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,5445.0
515876,South-eastern Asia,2008-01-01,Areca nuts,5312,ha,210736.0
515879,South-eastern Asia,2008-01-01,Asparagus,5312,ha,18489.0
515883,South-eastern Asia,2008-01-01,Avocados,5312,ha,25431.0
515886,South-eastern Asia,2008-01-01,Bananas,5312,ha,839827.0
515889,South-eastern Asia,2008-01-01,Barley,5312,ha,25568.0
515892,South-eastern Asia,2008-01-01,"Beans, dry",5312,ha,3431139.0
515897,South-eastern Asia,2008-01-01,"Broad beans and horse beans, green",5312,ha,421.0
516195,South-eastern Asia,2009-01-01,"Abaca, manila hemp, raw",5312,ha,135654.0
516198,South-eastern Asia,2009-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3952.0
516201,South-eastern Asia,2009-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,5644.0
516204,South-eastern Asia,2009-01-01,Areca nuts,5312,ha,223443.0
516207,South-eastern Asia,2009-01-01,Asparagus,5312,ha,17682.0
516211,South-eastern Asia,2009-01-01,Avocados,5312,ha,25670.0
516214,South-eastern Asia,2009-01-01,Bananas,5312,ha,867190.0
516217,South-eastern Asia,2009-01-01,Barley,5312,ha,29217.0
516220,South-eastern Asia,2009-01-01,"Beans, dry",5312,ha,3430357.0
516225,South-eastern Asia,2009-01-01,"Broad beans and horse beans, green",5312,ha,457.0
516523,South-eastern Asia,2010-01-01,"Abaca, manila hemp, raw",5312,ha,135685.0
516526,South-eastern Asia,2010-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3949.0
516529,South-eastern Asia,2010-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,5843.0
516532,South-eastern Asia,2010-01-01,Areca nuts,5312,ha,225006.0
516535,South-eastern Asia,2010-01-01,Asparagus,5312,ha,17025.0
516539,South-eastern Asia,2010-01-01,Avocados,5312,ha,26200.0
516542,South-eastern Asia,2010-01-01,Bananas,5312,ha,859599.0
516545,South-eastern Asia,2010-01-01,Barley,5312,ha,32670.0
516548,South-eastern Asia,2010-01-01,"Beans, dry",5312,ha,3414324.0
516553,South-eastern Asia,2010-01-01,"Broad beans and horse beans, green",5312,ha,468.0
516853,South-eastern Asia,2011-01-01,"Abaca, manila hemp, raw",5312,ha,139613.0
516856,South-eastern Asia,2011-01-01,"Agave fibres, raw, n.e.c.",5312,ha,3950.0
516859,South-eastern Asia,2011-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,6040.0
516862,South-eastern Asia,2011-01-01,Areca nuts,5312,ha,225841.0
516865,South-eastern Asia,2011-01-01,Asparagus,5312,ha,2629.0
516869,South-eastern Asia,2011-01-01,Avocados,5312,ha,27316.0
516872,South-eastern Asia,2011-01-01,Bananas,5312,ha,825070.0
516875,South-eastern Asia,2011-01-01,Barley,5312,ha,36954.0
516878,South-eastern Asia,2011-01-01,"Beans, dry",5312,ha,3454462.0
516883,South-eastern Asia,2011-01-01,"Broad beans and horse beans, green",5312,ha,478.0
517183,South-eastern Asia,2012-01-01,"Abaca, manila hemp, raw",5312,ha,139203.0
517186,South-eastern Asia,2012-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4000.0
517189,South-eastern Asia,2012-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,6500.0
517192,South-eastern Asia,2012-01-01,Areca nuts,5312,ha,231695.0
517195,South-eastern Asia,2012-01-01,Asparagus,5312,ha,2920.0
517199,South-eastern Asia,2012-01-01,Avocados,5312,ha,26695.0
517202,South-eastern Asia,2012-01-01,Bananas,5312,ha,824904.0
517205,South-eastern Asia,2012-01-01,Barley,5312,ha,40466.0
517208,South-eastern Asia,2012-01-01,"Beans, dry",5312,ha,3471780.0
517213,South-eastern Asia,2012-01-01,"Broad beans and horse beans, green",5312,ha,490.0
517513,South-eastern Asia,2013-01-01,"Abaca, manila hemp, raw",5312,ha,139069.0
517516,South-eastern Asia,2013-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4000.0
517519,South-eastern Asia,2013-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,6500.0
517522,South-eastern Asia,2013-01-01,Areca nuts,5312,ha,232591.0
517525,South-eastern Asia,2013-01-01,Asparagus,5312,ha,2224.0
517529,South-eastern Asia,2013-01-01,Avocados,5312,ha,26720.0
517532,South-eastern Asia,2013-01-01,Bananas,5312,ha,781474.0
517535,South-eastern Asia,2013-01-01,Barley,5312,ha,43001.0
517538,South-eastern Asia,2013-01-01,"Beans, dry",5312,ha,3608369.0
517543,South-eastern Asia,2013-01-01,"Broad beans and horse beans, green",5312,ha,504.0
517843,South-eastern Asia,2014-01-01,"Abaca, manila hemp, raw",5312,ha,135563.0
517846,South-eastern Asia,2014-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4000.0
517849,South-eastern Asia,2014-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,6589.0
517852,South-eastern Asia,2014-01-01,Areca nuts,5312,ha,227988.0
517855,South-eastern Asia,2014-01-01,Asparagus,5312,ha,2095.0
517859,South-eastern Asia,2014-01-01,Avocados,5312,ha,27959.0
517862,South-eastern Asia,2014-01-01,Bananas,5312,ha,530173.0
517865,South-eastern Asia,2014-01-01,Barley,5312,ha,53808.0
517868,South-eastern Asia,2014-01-01,"Beans, dry",5312,ha,3820520.0
517873,South-eastern Asia,2014-01-01,"Broad beans and horse beans, green",5312,ha,504.0
518173,South-eastern Asia,2015-01-01,"Abaca, manila hemp, raw",5312,ha,139109.0
518176,South-eastern Asia,2015-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4009.0
518179,South-eastern Asia,2015-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,6796.0
518182,South-eastern Asia,2015-01-01,Areca nuts,5312,ha,231515.0
518185,South-eastern Asia,2015-01-01,Asparagus,5312,ha,1713.0
518189,South-eastern Asia,2015-01-01,Avocados,5312,ha,33991.0
518192,South-eastern Asia,2015-01-01,Bananas,5312,ha,582476.0
518195,South-eastern Asia,2015-01-01,Barley,5312,ha,53051.0
518198,South-eastern Asia,2015-01-01,"Beans, dry",5312,ha,3918424.0
518203,South-eastern Asia,2015-01-01,"Broad beans and horse beans, green",5312,ha,518.0
518503,South-eastern Asia,2016-01-01,"Abaca, manila hemp, raw",5312,ha,142820.0
518506,South-eastern Asia,2016-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4031.0
518509,South-eastern Asia,2016-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,6628.0
518512,South-eastern Asia,2016-01-01,Areca nuts,5312,ha,235891.0
518515,South-eastern Asia,2016-01-01,Asparagus,5312,ha,2050.0
518519,South-eastern Asia,2016-01-01,Avocados,5312,ha,28305.0
518522,South-eastern Asia,2016-01-01,Bananas,5312,ha,552590.0
518525,South-eastern Asia,2016-01-01,Barley,5312,ha,52380.0
518528,South-eastern Asia,2016-01-01,"Beans, dry",5312,ha,3902114.0
518533,South-eastern Asia,2016-01-01,"Broad beans and horse beans, green",5312,ha,516.0
518833,South-eastern Asia,2017-01-01,"Abaca, manila hemp, raw",5312,ha,144959.0
518836,South-eastern Asia,2017-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4020.0
518839,South-eastern Asia,2017-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,12038.0
518842,South-eastern Asia,2017-01-01,Areca nuts,5312,ha,238887.0
518845,South-eastern Asia,2017-01-01,Asparagus,5312,ha,2006.0
518849,South-eastern Asia,2017-01-01,Avocados,5312,ha,32529.0
518852,South-eastern Asia,2017-01-01,Bananas,5312,ha,570064.0
518855,South-eastern Asia,2017-01-01,Barley,5312,ha,60430.0
518858,South-eastern Asia,2017-01-01,"Beans, dry",5312,ha,3669004.0
518863,South-eastern Asia,2017-01-01,"Broad beans and horse beans, green",5312,ha,522.0
519163,South-eastern Asia,2018-01-01,"Abaca, manila hemp, raw",5312,ha,143284.0
519166,South-eastern Asia,2018-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4020.0
519169,South-eastern Asia,2018-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,16895.0
519172,South-eastern Asia,2018-01-01,Areca nuts,5312,ha,207252.0
519175,South-eastern Asia,2018-01-01,Asparagus,5312,ha,1910.0
519179,South-eastern Asia,2018-01-01,Avocados,5312,ha,51850.0
519182,South-eastern Asia,2018-01-01,Bananas,5312,ha,578581.0
519185,South-eastern Asia,2018-01-01,Barley,5312,ha,55722.0
519188,South-eastern Asia,2018-01-01,"Beans, dry",5312,ha,3488836.0
519193,South-eastern Asia,2018-01-01,"Broad beans and horse beans, green",5312,ha,519.0
519493,South-eastern Asia,2019-01-01,"Abaca, manila hemp, raw",5312,ha,142186.0
519496,South-eastern Asia,2019-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4023.0
519499,South-eastern Asia,2019-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,22700.0
519502,South-eastern Asia,2019-01-01,Areca nuts,5312,ha,245887.0
519505,South-eastern Asia,2019-01-01,Asparagus,5312,ha,1545.0
519509,South-eastern Asia,2019-01-01,Avocados,5312,ha,50320.0
519512,South-eastern Asia,2019-01-01,Bananas,5312,ha,614236.0
519515,South-eastern Asia,2019-01-01,Barley,5312,ha,62113.0
519518,South-eastern Asia,2019-01-01,"Beans, dry",5312,ha,3449164.0
519523,South-eastern Asia,2019-01-01,"Broad beans and horse beans, green",5312,ha,519.0
519823,South-eastern Asia,2020-01-01,"Abaca, manila hemp, raw",5312,ha,142749.0
519826,South-eastern Asia,2020-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4032.0
519829,South-eastern Asia,2020-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,22700.0
519832,South-eastern Asia,2020-01-01,Areca nuts,5312,ha,246885.0
519835,South-eastern Asia,2020-01-01,Asparagus,5312,ha,1395.0
519839,South-eastern Asia,2020-01-01,Avocados,5312,ha,64507.0
519842,South-eastern Asia,2020-01-01,Bananas,5312,ha,681570.0
519845,South-eastern Asia,2020-01-01,Barley,5312,ha,68818.0
519848,South-eastern Asia,2020-01-01,"Beans, dry",5312,ha,3419982.0
519853,South-eastern Asia,2020-01-01,"Broad beans and horse beans, green",5312,ha,520.0
520153,South-eastern Asia,2021-01-01,"Abaca, manila hemp, raw",5312,ha,143322.0
520156,South-eastern Asia,2021-01-01,"Agave fibres, raw, n.e.c.",5312,ha,4035.0
520159,South-eastern Asia,2021-01-01,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5312,ha,25817.0
520162,South-eastern Asia,2021-01-01,Areca nuts,5312,ha,244872.0
520165,South-eastern Asia,2021-01-01,Asparagus,5312,ha,1270.0
520169,South-eastern Asia,2021-01-01,Avocados,5312,ha,72790.0
520172,South-eastern Asia,2021-01-01,Bananas,5312,ha,660441.0
520175,South-eastern Asia,2021-01-01,Barley,5312,ha,71601.0
520178,South-eastern Asia,2021-01-01,"Beans, dry",5312,ha,3216386.0
520183,South-eastern Asia,2021-01-01,"Broad beans and horse beans, green",5312,ha,519.0
